MSOA,Total_Population,Total_Households,Total_Population_16_and_over,Total_Population_16_to_74,Total_Employment_16_to_74,Total_Population_in_Households_16_and_over,Age_0_to_4,Age_5_to_9,Age_10_to_14,Age_15_to_19,Age_20_to_24,Age_25_to_29,Age_30_to_44,Age_45_to_59,Age_60_to_64,Age_65_to_74,Age_75_to_84,Age_85_to_89,Age_90_and_over,White_British_and_Irish,White_Other_White,Mixed_or_multiple_ethnic_group,Asian_or_Asian_British_Indian,Asian_or_Asian_British_Pakistani,Asian_or_Asian_British_Bangladeshi,Asian_or_Asian_British_Chinese,Asian_or_Asian_British_Other_Asian,Black_or_African_or_Caribbean_or_Black_British_African,Arab_or_Other_Ethnic_Groups,Christian,Other_religion,No_religion,Religion_not_stated,Main_language_is_English_or_Main_language_not_English__Can_speak_English_very_well,Main_language_is_not_English__Can_speak_English_well,Main_language_is_not_English__Cannot_speak_English_well,Main_language_is_not_English__Cannot_speak_English,All_household_members_have_the_same_ethnic_group,Different_ethnic_groups_between_the_generations_only,Different_ethnic_groups_within_partnerships_(whether_or_not_different_ethnic_groups_between_generations),Any_other_combination_of_multiple_ethnic_groups,Owned_and_Shared_Ownership,Social_rented,Private_rented,Living_rent_free,Very_good_health,Good_health,Fair_health,Bad_health,Very_bad_health,No_qualifications,Highest_level_of_qualification_Level_1_Level_2_or_Apprenticeship,Highest_level_of_qualification_Level_3_qualifications,Highest_level_of_qualification_Level_4_qualifications_and_above,Schoolchildren_and_fulltime_students_Age_16_and_over,No_cars_or_vans_in_household,1_car_or_van_in_household,2_or_more_cars_or_vans_in_household,Work_mainly_at_or_from_home,Public_Transport,Private_Transport,On_foot_Bicycle_or_Other,Managers_directors_and_senior_officials,Professional_occupations,Associate_professional_and_technical_occupations,Administrative_and_secretarial_occupations,Skilled_trades_occupations,Caring_leisure_and_other_service_occupations,Sales_and_customer_service_occupations,Process_plant_and_machine_operatives,Elementary_occupations,Median_House_Price_201415,Average_Annual_Income_201516,Number_Births_201617
E02000584,8178,3922,6903,6473,4457,6677,578,427,239,247,458,816,2492,1418,477,596,303,77,50,3667,2763,418,137,32,9,218,339,183,412,4502,1019,1898,759,7141,558,121,12,1286,142,546,217,1884,276,1559,203,5132,2276,558,166,46,314,802,581,4309,532,1938,1468,516,618,2477,579,783,1244,1158,1159,285,109,195,132,33,142,1282500,77200,88
E02000585,8384,3919,6911,6541,4250,6890,500,475,444,286,500,816,2456,1543,427,567,251,74,45,3143,2507,485,190,56,32,192,486,378,915,4164,1555,1794,871,7095,794,162,33,1258,194,564,323,1793,522,1469,135,4995,2429,644,227,89,497,823,601,4076,609,1867,1518,534,594,2218,762,676,1002,1081,1020,321,152,247,168,63,196,1220000,65800,81
E02000586,7769,3729,6543,6221,4023,6340,487,413,280,311,695,757,2396,1293,371,444,229,52,41,2757,2911,359,181,69,23,368,398,166,537,4248,1172,1572,777,6601,727,104,26,1174,105,489,291,1606,148,1765,210,5093,2117,425,104,30,271,618,718,3990,900,1827,1433,469,522,2054,649,798,1187,1003,1048,260,76,206,106,24,113,2188500,91100,82
E02000587,7523,3536,6290,5834,3748,6255,501,387,299,247,474,714,2112,1391,444,498,294,92,70,2907,2642,410,154,70,6,251,395,93,595,4177,1152,1427,767,6410,632,150,17,1183,107,537,263,1707,130,1592,107,4793,2058,467,149,56,346,645,500,3919,580,1826,1225,485,488,2041,586,633,1125,963,909,248,72,175,105,36,115,1400000,82900,71
E02000588,8159,4458,7126,6711,4581,7125,445,335,218,238,603,893,2438,1468,463,643,305,76,34,3222,3248,347,110,63,4,185,354,112,514,4693,1145,1408,913,7130,639,119,11,1266,120,503,290,1665,144,2298,351,5160,2400,450,111,38,356,783,618,4240,679,2303,1634,521,656,2230,666,1029,1418,952,1261,271,91,311,114,35,128,2000000,76900,94
E02000589,8444,4422,7394,7103,4384,7089,454,313,239,278,1148,1112,2708,1180,315,406,209,56,26,2520,2954,438,208,81,23,712,555,287,666,4199,1388,1980,877,6950,944,222,30,1221,99,503,309,1554,465,2258,145,5355,2262,565,198,64,392,695,952,4311,1340,2737,1407,278,440,2623,625,696,1074,1113,1229,352,101,164,138,52,161,1105000,62900,86
E02000590,7015,3890,6091,5587,3449,6087,371,285,220,262,585,753,1750,1334,379,572,361,87,56,2918,2075,411,120,38,71,166,391,323,502,3922,1124,1218,751,5935,686,164,16,1099,181,323,164,1157,1174,1436,123,3775,2126,742,269,103,753,982,525,3011,659,2427,1147,316,364,1867,486,732,794,727,864,314,126,223,165,71,165,905000,51000,39
E02000591,6769,3589,5918,5683,3601,5797,332,245,231,244,578,883,2136,1123,357,405,156,49,30,2140,1889,396,196,91,36,309,506,395,811,3167,1515,1425,662,5436,873,237,23,1013,170,382,245,1062,1032,1417,78,3633,1993,741,291,111,568,898,563,3046,676,2448,971,170,267,2248,453,633,664,888,839,296,150,228,214,89,233,995000,52600,82
E02000592,6761,3583,5788,5482,3802,5751,417,310,210,197,540,740,2211,1117,285,428,198,67,41,2475,2885,328,119,25,7,250,311,89,272,3959,699,1346,757,5899,550,66,15,1035,74,479,199,1505,181,1763,134,4592,1711,335,97,26,211,449,565,3775,624,1893,1307,383,440,2256,495,611,1181,903,1096,210,71,151,80,17,93,1580000,81700,72
E02000593,7624,4067,6596,6293,4420,6573,423,300,270,220,543,1039,2519,1230,315,462,223,59,21,2822,2902,410,166,54,21,197,382,274,396,4315,835,1703,771,6494,721,118,10,1194,154,459,300,1638,624,1712,93,4655,2063,612,229,65,409,741,658,3824,610,2481,1302,284,418,2653,651,698,1084,1099,1200,343,133,203,151,63,144,910000,73900,98
E02000594,7252,3710,6320,5590,3827,6026,356,321,227,170,359,576,1815,1488,482,728,441,157,132,4117,2020,259,90,15,13,85,231,160,262,4798,602,1155,697,6544,409,69,8,1166,116,410,175,1698,505,1329,178,4324,2029,663,180,56,570,895,613,3545,339,1694,1449,567,577,1852,642,756,1150,870,893,270,110,226,146,34,128,1800000,65500,53
E02000595,7331,3747,6303,5777,3876,6079,396,335,252,219,441,674,2009,1342,464,673,333,126,67,3830,2245,273,90,18,6,89,280,175,325,4608,691,1307,725,6507,459,112,14,1134,116,422,209,1776,545,1297,129,4504,1978,614,172,63,446,871,633,3524,416,1769,1421,557,492,1894,704,786,1023,960,1032,290,76,233,111,35,116,1115000,72900,73
E02000596,7782,3605,6717,6369,4220,6057,437,325,264,551,638,806,2293,1263,370,487,232,65,51,3762,2616,286,145,24,3,249,257,147,293,4507,751,1764,760,6938,458,82,11,1124,130,439,285,1699,336,1468,102,5005,2079,502,154,42,322,754,1019,3804,1017,1719,1401,485,470,2125,783,842,1120,1129,1122,292,87,191,133,37,109,1075000,79100,90
E02000597,7130,3459,5928,5510,3256,5919,418,367,347,315,504,682,1793,1375,416,495,301,80,37,3091,1467,497,120,83,117,87,422,607,639,3857,1447,1201,625,5970,658,213,25,1142,229,334,207,1060,1559,775,65,3582,2053,939,429,127,984,1209,625,2307,481,2013,1202,244,298,1659,601,698,592,623,709,292,163,273,261,115,228,910000,45200,78
E02000598,7837,3001,5984,5452,3913,5984,550,636,562,430,338,344,1765,1761,391,528,380,108,44,5473,970,379,256,53,29,201,226,92,158,4341,670,2181,645,7160,285,68,6,1656,115,438,79,2366,227,381,27,4532,2378,711,164,52,638,1342,637,2979,428,481,1556,964,352,1241,1693,627,591,1171,685,421,248,312,206,105,174,615000,68800,66
E02000599,7270,2368,5906,5328,3143,5353,314,410,528,714,665,397,1138,1481,454,591,366,130,82,3636,994,324,574,250,50,160,613,208,461,3560,1702,1410,598,6415,519,147,22,1342,107,306,152,1862,73,391,42,4085,2279,669,192,45,589,1118,859,2741,1113,246,869,1253,368,1088,1389,298,678,831,508,329,133,199,202,80,183,1090000,77800,43
E02000600,8225,3354,6593,6132,4189,6452,683,507,381,381,896,667,2242,1231,338,438,309,98,54,4801,1111,376,277,127,58,127,698,275,375,3972,1227,2302,724,7039,550,163,28,1527,157,450,250,1772,466,1073,43,4710,2536,736,172,71,618,1178,982,3293,1030,1041,1629,684,340,1783,1279,787,605,1315,724,355,230,277,302,93,288,341751,59800,120
E02000601,10409,4245,8119,7679,5512,7987,1015,689,496,466,879,833,3056,1692,378,465,275,94,71,7037,1168,537,347,109,54,213,414,199,331,5203,1121,3199,886,9162,455,127,14,2099,157,577,208,2415,577,1205,48,6297,3041,773,228,70,753,1475,951,4435,999,1240,2258,747,428,2268,1684,1132,921,1682,1134,504,236,309,355,113,258,487975,67300,185
E02000602,9390,3997,7811,7340,4694,7636,688,449,366,615,1339,1002,2385,1284,356,435,321,90,60,5646,1059,430,274,121,62,217,731,516,334,4413,1316,2951,710,8026,644,234,29,1730,175,404,330,1627,1313,1007,50,4893,3092,989,343,73,1190,1611,1347,3020,1593,1718,1779,500,258,1812,1406,1218,507,1136,770,412,334,360,505,188,482,360000,50100,143
E02000603,7860,2798,6120,5740,3687,6069,538,533,547,582,721,575,1807,1412,358,407,274,83,23,4131,871,336,375,216,100,137,1079,311,304,3956,1626,1747,531,6502,746,272,35,1598,147,274,150,1510,697,560,31,3844,2723,912,294,87,1143,1522,790,2011,860,747,1324,727,170,1272,1558,687,355,746,403,394,365,362,407,186,469,365000,50700,115
E02000604,8586,3343,6805,6257,4328,6777,664,551,459,469,546,630,2124,1637,421,537,374,112,62,4750,710,320,297,186,44,226,1682,174,197,4737,1279,1913,657,6910,821,392,54,1799,112,384,154,2183,214,902,44,4464,2967,860,229,66,842,1489,701,3060,687,921,1662,760,258,1945,1486,639,573,1177,689,510,301,337,351,117,273,433000,59200,133
E02000605,7863,3013,6300,5716,3916,6219,503,452,497,486,458,440,1788,1659,435,561,371,131,82,4768,685,289,332,176,43,123,1134,119,194,4241,1332,1685,605,6752,533,248,44,1675,98,328,100,2286,168,529,30,4086,2579,882,242,74,931,1445,673,2742,600,647,1456,910,294,1505,1585,532,545,1084,608,474,285,301,283,126,210,451000,59300,111
E02000606,10107,4799,8981,8491,5778,8703,543,320,226,464,1619,1234,2973,1345,401,492,317,110,63,6286,1454,430,384,84,35,293,559,228,354,4624,1128,3494,861,8917,661,142,17,1816,111,536,441,2414,322,2022,41,5589,3429,803,218,68,606,1424,1631,4667,1929,1694,2399,706,371,2641,1611,1155,829,1762,1141,564,268,275,466,109,364,402475,58900,167
E02000607,6829,2497,5670,5313,3401,4958,464,326,294,649,946,465,1581,1082,292,373,241,67,49,4973,692,278,190,86,29,101,224,165,91,3538,549,2154,588,6198,256,83,12,1288,60,262,156,1676,202,594,25,3862,2176,605,150,36,499,1102,1246,2460,1375,614,1211,672,210,1289,1251,651,445,961,598,384,226,219,285,56,227,500000,62300,91
E02000608,6993,3182,6217,5900,4088,5337,422,182,136,562,826,976,2257,824,214,277,192,75,50,4529,925,286,283,55,42,167,317,242,147,3297,735,2351,610,6242,365,90,10,1212,67,378,187,1518,312,1317,35,3810,2326,631,178,48,460,1006,1068,3177,1182,1183,1606,393,256,2153,1089,590,603,1228,929,386,193,216,261,59,213,375000,62600,126
E02000609,7437,2741,5911,5291,3396,5854,411,476,520,496,388,442,1423,1523,473,665,428,140,52,3978,433,248,369,523,21,103,1344,172,246,4038,1751,1210,438,6224,662,277,26,1639,113,246,86,1969,392,357,23,3445,2769,927,237,59,987,1650,635,2093,529,506,1175,1060,222,1073,1780,321,498,731,442,472,317,251,289,153,243,470000,51900,73
E02000610,7629,3785,6597,5953,4238,6409,493,288,216,266,694,907,2311,1036,341,433,370,158,116,5182,882,297,272,70,72,156,345,206,147,3695,790,2471,673,6863,302,119,12,1485,100,395,188,1738,660,1349,38,3895,2540,830,262,102,766,1180,813,3330,731,1385,1830,570,286,2023,1321,608,577,1320,836,453,222,222,292,97,219,370750,62500,121
E02000611,7313,2649,5847,5255,3633,5847,431,453,487,411,415,323,1364,1628,518,691,424,122,46,5192,489,261,365,145,41,110,469,95,146,4325,978,1449,561,6690,279,96,8,1668,61,315,82,2384,56,195,14,3796,2496,795,184,42,791,1608,717,2322,464,303,1121,1225,252,1060,1914,407,473,877,551,500,324,302,266,133,207,541250,69800,65
E02000612,8028,3051,6563,5907,4101,6471,447,407,493,509,425,449,1646,1714,583,699,427,144,85,5315,526,218,337,257,35,92,848,111,289,4850,1228,1297,653,7203,395,167,17,1857,80,302,104,2546,141,333,31,4061,2828,875,205,59,987,1949,735,2393,483,417,1372,1262,252,1491,2029,329,567,940,568,602,364,347,292,183,238,457500,58900,100
E02000613,7841,3174,6296,5732,4160,6115,672,423,379,347,493,636,2140,1305,383,499,344,131,89,5645,701,316,291,70,45,96,330,213,134,4225,788,2230,598,6989,300,102,18,1663,112,367,125,2103,382,671,18,4197,2530,834,209,71,899,1396,683,2925,511,722,1593,859,266,1657,1743,494,553,1163,756,419,278,299,310,117,265,420000,59100,151
E02000614,8404,3072,6610,6148,4270,6565,600,524,549,596,611,643,1877,1609,416,517,348,78,36,4801,637,278,708,262,64,150,1069,237,198,4406,1714,1679,605,7026,726,240,31,1861,134,224,154,2178,278,594,22,4084,3044,959,237,80,1218,2069,856,1818,688,699,1412,961,134,1360,2205,571,391,722,484,549,499,412,499,212,502,345000,51200,131
E02000615,7471,2916,5994,5453,3908,5994,452,437,456,499,409,423,1684,1544,437,589,388,95,58,5813,403,214,137,107,34,97,400,181,85,4573,638,1715,545,6769,313,110,20,1836,86,214,71,2327,231,328,30,3583,2642,944,240,62,1167,2142,715,1574,420,489,1295,1132,148,998,2343,419,377,677,513,558,493,373,329,201,387,340000,54800,78
E02000616,6031,2363,4807,4465,3334,4797,445,357,357,322,332,435,1455,1176,364,446,260,58,24,5037,293,167,69,47,11,51,207,86,63,3673,319,1612,427,5545,160,56,5,1552,60,174,40,2029,127,201,6,2990,2192,674,148,27,914,1895,620,1132,282,296,1098,969,116,769,2190,259,329,486,472,515,464,340,258,176,294,311000,54100,80
E02000617,8537,3291,6659,6121,4268,6611,629,546,592,600,505,537,1904,1659,429,598,366,112,60,6740,483,285,188,65,23,63,354,191,145,5017,669,2133,718,7743,273,106,19,2006,133,245,71,2293,664,303,31,4109,3031,1016,306,75,1402,2424,823,1610,478,648,1439,1204,175,1086,2608,399,465,642,525,596,498,472,411,233,426,330000,52200,137
E02000619,8054,3743,6645,6311,3981,6578,472,419,424,440,667,922,2051,1492,335,498,246,63,25,3174,1074,609,115,45,96,187,155,2365,234,4352,928,2002,772,6847,622,260,38,1324,288,271,267,1016,2015,664,48,3878,2653,1029,376,118,1340,1401,619,2688,758,2498,1066,179,201,2204,432,1144,451,971,677,404,230,290,274,152,532,455000,46600,118
E02000620,9370,4398,7783,7442,5301,7763,563,500,445,404,841,1366,2742,1514,263,391,272,53,16,4066,1455,702,101,33,62,176,249,2251,275,4909,958,2712,791,8005,705,271,39,1623,330,390,367,1360,1932,1058,48,5043,2934,945,343,105,1082,1398,681,3926,834,2879,1288,231,277,3080,489,1455,668,1523,1047,505,243,340,319,145,511,500000,52600,118
E02000621,10429,5083,9079,8707,6264,8921,517,422,337,384,1101,1706,3282,1623,316,369,257,83,32,4393,2145,665,211,53,67,251,323,1945,376,5266,1144,3154,865,8776,932,311,79,1708,266,462,460,1595,1619,1794,75,5657,3216,1092,340,124,1076,1425,896,4681,983,3443,1410,230,274,4053,565,1372,774,1742,1277,616,327,409,327,144,648,650000,46600,123
E02000622,8094,3482,6887,6660,4812,6824,401,400,340,343,937,1440,2282,1210,200,314,187,23,17,3577,1306,603,77,22,74,159,119,1932,225,4102,709,2604,679,6909,654,240,50,1302,251,326,435,1035,1282,1132,33,4453,2501,762,271,107,888,1104,672,3604,747,2221,1064,197,211,3125,465,1011,508,1345,1071,457,249,305,267,119,491,545000,56200,100
E02000623,7990,3409,6426,6129,4012,6415,532,489,439,426,642,931,2165,1436,253,380,229,45,23,2636,1626,594,57,32,50,170,187,2388,250,4595,884,1787,724,6331,882,403,49,1382,352,289,263,780,1851,736,42,3871,2737,960,321,101,1227,1422,593,2289,733,2271,957,181,131,2614,516,751,384,762,601,363,343,379,324,193,663,385000,44800,85
E02000624,7976,3500,6552,6315,4168,6509,465,433,422,411,825,1200,2060,1382,223,318,173,49,15,2789,1073,650,54,37,62,160,147,2734,270,4373,760,2192,651,6696,672,275,31,1275,354,281,355,804,1826,843,27,4080,2528,898,342,128,994,1422,690,2799,788,2290,1042,168,149,2821,482,716,384,1018,815,449,223,320,300,138,521,393500,48600,125
E02000625,8361,3383,6615,6359,4089,6564,535,533,577,534,782,1158,2198,1323,207,258,187,43,26,2387,1717,617,68,31,74,230,175,2794,268,4946,939,1816,660,6500,987,476,77,1356,407,249,305,742,1769,839,33,4200,2805,907,336,113,1262,1482,623,2327,860,2273,982,128,111,2814,508,656,312,747,689,386,345,399,323,172,716,400000,44700,100
E02000626,8301,3443,6298,6094,3579,6253,653,640,583,522,746,877,1989,1562,203,322,161,28,15,1924,1005,695,29,40,73,88,152,4009,286,4814,989,1736,762,6796,743,337,50,1248,425,250,266,603,2280,521,39,3997,2774,1035,372,123,1278,1664,671,1885,863,2327,961,155,131,2277,481,690,237,579,470,369,305,465,291,182,681,330000,39000,137
E02000627,9571,4042,8038,7732,5555,7963,550,463,417,438,1145,1850,2609,1211,222,360,242,49,15,3783,1634,772,102,64,28,136,164,2658,230,5084,900,2760,827,8116,738,319,67,1653,312,327,483,1121,1673,1197,51,5064,3127,971,289,120,1069,1391,713,3984,776,2685,1160,197,200,3957,539,859,603,1453,1236,535,306,393,318,135,576,480000,52100,109
E02000628,9731,3972,7669,7392,4561,7615,648,626,647,636,846,1228,2461,1672,272,418,214,49,14,2058,1754,829,97,58,103,219,163,4053,397,5720,1177,1990,844,7503,1109,600,115,1527,435,248,371,687,2353,881,51,4686,3304,1160,437,144,1594,1845,777,2354,962,2813,1012,147,147,3228,515,671,342,767,686,430,353,459,384,225,915,388000,37500,126
E02000629,9033,3973,7824,7601,5911,7795,459,340,348,290,962,1908,2783,1179,223,318,165,40,18,4873,1501,567,112,26,79,84,146,1498,147,4741,663,2923,706,8095,465,152,36,1580,204,403,499,1339,1133,1454,47,5392,2565,708,284,84,811,1093,623,4671,574,2266,1386,321,259,4135,633,884,761,1819,1546,509,256,299,288,87,346,542475,60600,90
E02000630,7266,3336,6238,6017,4702,6237,391,321,260,202,704,1441,2167,1057,218,284,154,49,18,4238,1164,434,76,16,40,96,115,981,106,3835,462,2382,587,6618,284,105,21,1285,170,343,361,1306,846,1144,40,4331,2052,634,179,70,566,817,535,3904,379,1797,1247,292,294,3171,533,704,691,1480,1256,435,178,204,179,62,217,700000,66500,82
E02000631,8832,3723,7221,6891,4983,7187,615,489,428,402,727,995,2709,1463,274,400,238,66,26,4315,1226,679,158,36,28,100,246,1772,272,4391,688,2943,810,7645,566,208,38,1491,249,425,378,1494,1037,1148,44,4747,2856,869,267,93,857,1264,714,3729,759,2014,1350,359,282,2836,685,1180,567,1520,979,442,288,349,279,104,455,450000,55600,132
E02000632,9516,4148,8641,8397,6856,8609,317,255,259,215,1367,2601,2835,984,178,261,194,42,8,5197,1496,591,112,44,17,103,133,1669,154,4499,583,3681,753,8741,366,151,28,1648,214,390,650,1445,907,1765,31,5671,2778,735,242,90,705,955,662,5659,590,2524,1363,261,215,5001,630,1010,737,2211,2023,674,248,274,248,102,339,565000,57700,101
E02000633,8642,3872,7096,6830,4665,7035,558,510,397,384,749,1413,2458,1349,218,340,211,41,14,3151,1169,730,75,45,109,119,127,2943,174,4226,953,2668,795,7457,556,243,53,1294,333,321,417,1029,1758,1023,62,4513,2739,938,341,111,1058,1440,630,3295,709,2643,1081,148,210,3175,465,815,397,1216,1034,470,258,350,293,160,487,470000,44100,117
E02000634,6846,3021,5828,5516,3980,5722,373,315,275,258,769,1322,1755,1003,183,281,216,59,37,3040,1118,447,95,16,56,67,131,1735,141,3647,606,1982,611,6069,385,142,27,1093,238,254,361,803,1321,866,31,3670,2047,722,316,91,853,992,511,2993,486,1897,939,185,148,2856,442,534,464,1095,904,416,195,271,230,109,296,432500,46500,59
E02000635,9157,4066,7587,7387,5304,7568,592,435,458,428,741,1334,2924,1511,230,304,154,24,22,3830,1114,789,58,47,50,61,169,2857,182,4321,764,3184,888,8115,471,179,22,1482,294,461,390,1283,1573,1161,49,4991,2888,841,314,123,894,1389,704,4024,683,2576,1288,202,283,3414,627,980,559,1583,1212,455,261,366,303,111,454,526396,49400,133
E02000636,7639,3076,6334,6136,4919,6308,617,370,269,207,572,1392,2482,984,270,278,148,36,14,5092,1148,361,115,31,34,99,92,597,70,4091,445,2501,602,6923,222,85,13,1399,126,417,344,1630,426,1004,16,4919,2060,457,163,40,386,692,504,4386,378,1232,1420,424,346,3213,640,720,879,1661,1324,406,143,177,164,43,122,732500,78300,103
E02000637,8687,3935,7469,7199,5525,7419,521,339,303,261,774,1531,2890,1282,203,313,208,40,22,4215,1279,734,89,57,33,69,129,1929,153,3832,630,3360,865,7634,535,169,18,1414,218,451,457,1602,840,1456,37,4787,2761,765,275,99,758,1148,702,4288,618,2309,1426,200,249,3625,634,1017,614,1651,1352,512,290,315,284,98,409,499975,48900,98
E02000638,9898,4104,8164,7774,5336,7775,632,545,465,426,891,1485,3039,1453,205,367,271,71,48,3879,1410,851,87,74,91,115,192,2952,247,5206,982,2894,816,8429,713,299,46,1521,339,366,456,1364,1588,1116,36,5059,3202,1158,363,116,1345,1726,788,3467,773,2480,1410,214,214,3558,747,817,491,1204,1114,541,399,475,364,154,594,415000,48400,117
E02000639,8119,3398,6282,6076,3937,6254,648,588,518,429,689,963,2185,1355,225,313,157,37,12,2163,1432,706,92,70,89,55,122,3035,355,4829,955,1645,690,6442,828,380,64,1341,378,249,262,785,1731,844,38,4117,2736,859,313,94,1086,1615,655,2128,703,2088,1116,194,122,2712,612,491,308,641,587,436,300,456,316,188,705,307000,37800,112
E02000640,9123,3785,7538,7172,5493,7525,739,457,317,294,754,1535,2819,1179,263,400,267,69,30,5417,1117,517,168,125,117,84,91,1334,153,4674,806,2914,729,8103,418,129,20,1760,197,422,326,1822,972,958,33,5304,2715,741,288,75,815,1155,612,4426,494,1665,1772,348,227,3640,828,798,770,1796,1272,561,241,282,227,91,253,511250,66100,178
E02000641,8779,3442,6623,6283,3825,6482,697,663,656,644,654,885,2252,1461,227,300,238,67,35,2299,1059,767,87,37,79,94,115,3934,308,5306,989,1669,815,7229,758,318,51,1367,462,256,266,818,2013,582,29,4367,2866,1026,389,131,1283,1889,660,2061,841,2111,1148,183,95,2582,651,497,265,654,516,406,285,493,356,212,638,322500,43200,132
E02000642,9628,4162,7610,7205,4973,7601,842,582,490,456,567,994,2833,1578,384,497,295,78,32,4881,1101,839,190,53,25,71,206,2102,160,4769,836,3127,896,8481,428,175,42,1661,310,487,300,1698,1342,1091,31,5061,3113,998,333,123,1040,1556,759,3700,646,2021,1758,383,286,3066,886,735,525,1434,1020,503,285,402,305,139,360,440000,50400,168
E02000643,8369,3589,6766,6441,4697,6744,593,497,436,326,594,1099,2612,1292,258,337,243,55,27,3810,1421,580,133,138,95,93,151,1758,190,4438,912,2303,716,7046,622,286,45,1448,252,336,324,1494,925,1139,31,4545,2609,814,311,90,878,1257,679,3240,510,1908,1357,324,249,3088,847,513,585,1199,927,527,320,326,266,112,435,400000,52200,145
E02000644,8620,3565,6899,6546,4648,6803,697,519,435,381,565,1002,2609,1404,293,362,234,73,46,3610,1485,762,125,123,43,100,170,2000,202,4544,886,2435,755,7190,671,254,40,1353,295,432,321,1653,725,1144,43,4645,2789,844,265,77,885,1384,674,3164,551,1659,1481,425,247,2855,974,572,514,1174,863,477,415,334,317,156,398,375000,49500,133
E02000645,9020,3870,7115,6836,4892,7087,815,552,453,428,538,940,2873,1518,261,363,200,52,27,4172,1372,717,124,92,31,115,169,2044,184,4754,733,2683,850,7639,559,233,33,1532,265,516,285,1677,788,1371,34,4985,2855,835,266,79,858,1422,690,3464,591,1839,1612,419,276,3005,950,661,549,1373,962,483,317,353,280,159,416,375000,52600,156
E02000646,9121,3842,7763,7378,5480,7630,570,377,346,309,740,1432,2848,1369,290,455,271,77,37,4026,1804,648,360,361,53,131,216,1331,191,4604,1236,2498,783,7522,819,319,57,1514,205,439,429,1723,492,1587,40,4674,3169,925,265,88,953,1394,727,3700,586,1881,1437,524,265,3524,1099,592,706,1257,1098,636,481,338,301,158,505,380000,54900,146
E02000647,8483,3444,6749,6326,4353,6591,683,497,471,445,544,725,2268,1629,325,473,301,78,44,3683,1277,755,264,123,46,85,147,1960,143,4518,900,2243,822,7278,567,179,35,1370,290,443,233,1907,664,837,36,4359,2803,916,297,108,950,1557,748,2792,558,1410,1519,515,255,2449,1169,480,483,1059,729,541,362,398,241,167,373,430000,50900,138
E02000648,7791,3232,5689,5337,3171,5581,799,635,560,449,512,558,2115,1187,262,362,239,74,39,2649,816,771,120,51,29,47,125,2998,185,4592,770,1716,713,6638,469,181,26,1276,389,304,149,1088,1592,527,25,3670,2635,985,390,111,1324,1534,614,1639,535,1744,1240,248,120,1933,795,323,269,592,458,407,262,344,258,177,404,321500,37800,132
E02000649,11181,4887,9128,8817,6387,8920,999,550,420,445,896,1486,3708,1665,324,377,199,71,41,4410,2312,857,196,221,87,76,290,2505,227,6135,1240,2873,933,8847,1118,479,80,1824,331,556,365,1889,732,2223,43,5759,3845,1145,317,115,1149,1869,952,4074,751,2630,1837,420,291,4269,1127,700,658,1462,1209,658,619,512,381,205,683,345000,51100,228
