MSOA,Total_Population,Total_Households,Total_Population_16_and_over,Total_Population_16_to_74,Total_Employment_16_to_74,Total_Population_in_Households_16_and_over,Age_0_to_4,Age_5_to_9,Age_10_to_14,Age_15_to_19,Age_20_to_24,Age_25_to_29,Age_30_to_44,Age_45_to_59,Age_60_to_64,Age_65_to_74,Age_75_to_84,Age_85_to_89,Age_90_and_over,White_British_and_Irish,White_Other_White,Mixed_or_multiple_ethnic_group,Asian_or_Asian_British_Indian,Asian_or_Asian_British_Pakistani,Asian_or_Asian_British_Bangladeshi,Asian_or_Asian_British_Chinese,Asian_or_Asian_British_Other_Asian,Black_or_African_or_Caribbean_or_Black_British_African,Arab_or_Other_Ethnic_Groups,Christian,Other_religion,No_religion,Religion_not_stated,Main_language_is_English_or_Main_language_not_English__Can_speak_English_very_well,Main_language_is_not_English__Can_speak_English_well,Main_language_is_not_English__Cannot_speak_English_well,Main_language_is_not_English__Cannot_speak_English,All_household_members_have_the_same_ethnic_group,Different_ethnic_groups_between_the_generations_only,Different_ethnic_groups_within_partnerships_(whether_or_not_different_ethnic_groups_between_generations),Any_other_combination_of_multiple_ethnic_groups,Owned_and_Shared_Ownership,Social_rented,Private_rented,Living_rent_free,Very_good_health,Good_health,Fair_health,Bad_health,Very_bad_health,No_qualifications,Highest_level_of_qualification_Level_1_Level_2_or_Apprenticeship,Highest_level_of_qualification_Level_3_qualifications,Highest_level_of_qualification_Level_4_qualifications_and_above,Schoolchildren_and_fulltime_students_Age_16_and_over,No_cars_or_vans_in_household,1_car_or_van_in_household,2_or_more_cars_or_vans_in_household,Work_mainly_at_or_from_home,Public_Transport,Private_Transport,On_foot_Bicycle_or_Other,Managers_directors_and_senior_officials,Professional_occupations,Associate_professional_and_technical_occupations,Administrative_and_secretarial_occupations,Skilled_trades_occupations,Caring_leisure_and_other_service_occupations,Sales_and_customer_service_occupations,Process_plant_and_machine_operatives,Elementary_occupations,Median_House_Price_201415,Average_Annual_Income_201516,Number_Births_201617
E02000512,8001,2968,6248,5793,3570,6236,579,506,566,600,728,645,1741,1357,321,503,334,82,39,4341,404,392,842,278,91,67,566,844,176,3971,2035,1538,457,6923,500,181,41,1618,198,215,170,1575,844,527,22,3798,2714,1038,369,82,1517,2018,783,1400,914,810,1323,835,86,994,2168,322,305,496,406,447,412,330,370,322,482,291000,47600,140
E02000513,8980,3234,6496,6140,3780,6483,954,731,660,612,607,769,2227,1359,314,391,249,85,22,3474,479,456,1195,355,77,69,889,1645,341,3809,3311,1333,527,7012,944,377,65,1754,304,216,153,1637,988,563,46,4342,3181,1006,339,112,1580,2046,622,1423,654,1039,1423,772,93,1165,2271,251,315,495,369,437,425,413,387,375,564,242500,43200,203
E02000514,9820,3044,7510,7086,4433,7481,804,689,689,741,744,817,2271,1741,340,560,340,54,30,2309,507,339,2737,563,95,30,1741,1022,477,3078,5483,724,535,7244,1413,589,92,1872,216,254,174,2082,215,703,44,4555,3618,1203,352,92,1587,2256,784,1740,942,674,1306,1064,96,1399,2651,287,351,532,417,549,464,371,556,446,747,295000,49600,180
E02000515,10439,4303,8456,7942,5063,8406,825,536,523,655,1232,1013,2516,1684,417,524,376,103,35,6495,767,392,648,200,249,131,447,764,346,5395,1834,2556,654,8983,679,210,54,2125,202,313,286,2229,936,1110,28,5149,3586,1195,389,120,1759,2609,1245,2159,1398,1271,2013,1019,144,1344,2908,667,415,866,631,635,508,497,470,445,596,239998,48600,212
E02000516,8269,2764,6209,5973,3823,6203,747,637,560,561,585,739,2095,1423,318,368,195,29,12,2176,548,408,1995,507,114,71,985,982,483,2918,4031,835,485,6285,1061,382,87,1617,214,248,152,1674,490,548,52,4068,2978,845,281,97,1099,1912,606,1710,754,575,1288,901,106,1046,2423,248,359,555,387,468,356,351,443,367,537,289950,47500,142
E02000517,8626,2917,6425,6073,3670,6369,783,653,618,673,655,702,1934,1416,366,474,246,59,47,3261,514,342,1288,380,136,47,1021,1293,344,3462,3501,1133,530,6770,915,379,95,1645,241,236,147,1542,806,533,36,3994,3023,1072,399,138,1664,2029,702,1289,791,856,1264,797,78,1164,2162,266,296,399,379,454,376,362,436,392,576,283000,48100,172
E02000518,8606,3099,6649,6197,3910,6636,626,590,612,613,691,660,2009,1422,400,531,314,90,48,5328,506,292,791,226,139,61,473,559,231,4492,1747,1907,460,7558,490,154,40,1793,166,235,180,1650,988,432,29,3900,3089,1123,379,115,1789,2304,710,1305,819,835,1361,903,105,956,2357,492,316,512,399,512,483,400,350,372,566,295000,48300,131
E02000519,8658,2890,6634,6189,3685,6621,707,615,579,764,646,775,1902,1444,334,447,328,78,39,2717,486,321,1846,584,143,42,945,1119,455,3139,4202,855,462,6725,991,443,94,1587,221,223,152,1294,1057,501,38,3904,3091,1120,404,139,1686,2018,650,1430,894,973,1156,761,86,1238,2055,306,299,414,325,457,383,362,430,391,624,312000,48700,140
E02000520,11251,3645,8619,8121,4879,8436,926,777,775,889,934,1008,2616,1860,419,549,374,81,43,3381,740,394,2460,871,149,33,1226,1622,375,4051,5424,1121,655,8509,1442,609,123,2095,272,253,234,1894,803,900,48,5364,3927,1374,438,148,2018,2573,862,1953,1124,1177,1507,961,146,1756,2536,441,391,608,452,543,512,434,541,531,867,279950,46600,253
E02000521,9912,3397,7338,6962,4374,7337,871,752,787,761,740,816,2380,1653,334,442,244,99,33,4490,622,416,1579,538,111,52,638,1107,359,4207,3416,1728,561,8258,765,308,58,1946,256,270,179,1760,1053,560,24,4779,3477,1154,399,103,1805,2391,725,1563,825,936,1449,1012,135,1307,2620,312,353,522,460,526,504,437,451,483,638,277000,49400,217
E02000522,8653,3269,6587,6062,4004,6515,760,611,593,485,618,717,2018,1424,366,536,386,94,45,5072,664,430,792,212,79,73,384,706,241,4547,1700,1823,583,7369,564,197,48,1831,188,271,166,1783,868,577,41,4125,3061,1056,321,90,1501,2196,646,1620,646,914,1458,897,123,1183,2309,389,357,612,428,556,529,389,314,336,483,287650,50100,159
E02000523,9636,2939,7250,6910,4395,7153,881,685,707,650,770,921,2312,1565,329,476,250,57,33,2033,641,346,3091,803,103,45,1080,1102,392,2714,5630,674,618,7066,1389,536,121,1795,238,216,190,1866,356,694,23,4606,3500,1098,328,104,1431,2165,699,1791,898,707,1269,963,99,1635,2365,296,346,471,389,543,441,384,485,502,834,297500,48900,186
E02000524,6663,2462,5490,5092,3431,5098,451,365,292,314,539,679,1746,1211,297,371,282,67,49,3269,732,286,821,307,35,62,420,479,252,3503,1670,1073,417,5467,673,197,39,1250,110,229,161,1322,306,801,33,3093,2454,816,223,77,1185,1667,574,1331,430,590,1126,746,97,1169,1795,370,309,330,383,375,358,339,288,445,604,260000,48700,119
E02000525,8826,3142,6747,6387,4216,6743,860,593,520,495,639,846,2375,1355,351,432,292,48,20,2454,932,378,1990,682,71,32,918,968,401,3269,4033,957,567,6505,1254,435,75,1717,215,259,199,1552,602,949,39,4220,3247,977,302,80,1361,1960,598,1639,701,955,1540,647,108,1850,1951,307,318,411,384,462,411,395,469,472,894,235000,48700,157
E02000526,8378,3536,6903,6481,4771,6817,548,513,362,340,455,819,2345,1654,396,524,280,84,58,5398,1580,326,215,60,27,93,221,238,220,4457,802,2439,680,7576,356,101,12,1531,110,518,260,2002,398,1090,46,5188,2316,641,181,52,524,968,715,4125,519,1216,1678,642,519,2427,1041,784,946,1413,1130,419,203,212,189,82,177,965000,76900,98
E02000528,10614,4770,8501,8073,5211,8490,871,572,553,495,709,1203,2864,1827,456,636,304,87,37,4990,1660,674,472,269,82,165,620,1231,451,5240,2175,2315,884,8664,980,360,51,1991,325,487,205,1662,2122,935,51,5204,3546,1234,480,150,1687,2026,782,2952,645,2007,2213,550,261,2391,1795,764,605,1038,859,532,468,485,372,296,556,390000,49000,201
E02000529,8448,2776,6589,6261,3802,6589,627,563,539,592,714,799,2012,1429,360,485,253,51,24,1324,585,311,3044,786,67,42,1027,655,607,2035,5573,466,374,6133,1251,565,108,1610,207,179,174,1506,593,640,37,3795,3129,1051,352,121,1184,1747,655,1908,794,703,1216,857,87,1271,2188,256,326,533,380,453,360,334,459,386,571,265500,46500,155
E02000530,6837,2314,5105,4835,2575,5104,617,523,487,521,557,582,1534,1143,245,358,186,68,16,1513,325,237,1751,702,98,13,950,920,328,1813,4123,544,357,4928,984,474,78,1347,178,140,91,789,1134,340,51,3057,2444,917,316,103,1317,1466,485,962,669,865,959,490,63,951,1397,164,188,214,229,304,208,246,334,324,528,215000,41700,134
E02000531,10337,4269,8794,8294,5529,7938,646,394,407,731,1068,1044,2695,1830,449,573,347,99,54,5712,1702,536,437,178,76,176,455,754,311,5632,1468,2482,755,8851,794,219,40,1752,211,474,236,2114,1107,979,69,5149,3698,1052,335,103,1360,1954,1191,3299,1346,1564,2023,682,300,2471,1915,843,672,1223,911,616,486,427,384,256,554,401225,51600,165
E02000532,9160,4001,7376,6906,4800,7365,593,577,513,434,485,683,2330,1952,499,624,345,79,46,5742,1442,426,286,84,29,115,227,498,311,4945,1045,2353,817,8188,460,116,17,1701,170,513,216,2241,906,791,63,5258,2687,860,279,76,839,1356,743,3841,516,1249,1884,868,492,2088,1407,813,921,1365,949,454,257,278,191,150,235,900000,60800,97
E02000533,8406,3835,6855,6427,4706,6855,650,474,367,320,454,705,2383,1596,464,565,308,73,47,5591,1242,389,241,67,8,95,202,365,206,4390,810,2530,676,7535,351,104,20,1607,151,504,179,2041,778,973,43,4821,2503,772,230,80,658,1212,686,3792,436,1165,1910,760,449,2080,1405,772,875,1373,1087,391,214,262,207,79,218,560000,63800,113
E02000534,8044,2917,6533,6152,4399,6518,622,414,410,402,546,855,2164,1338,369,543,291,64,26,2768,1027,342,1952,491,65,92,546,329,432,3290,3165,1031,558,6627,757,229,39,1518,162,311,231,1894,195,789,39,4130,2878,767,193,76,741,1421,612,2981,572,567,1352,998,232,1613,2072,482,545,1098,676,514,367,328,279,232,360,345000,59000,120
E02000535,9291,2852,7462,6961,4460,7458,585,551,571,563,759,975,2104,1660,411,611,378,89,34,1170,699,232,3978,1045,52,78,1203,409,425,2021,6406,398,466,6936,1326,559,115,1778,177,175,207,1812,393,607,40,4258,3374,1167,372,120,1251,1889,683,2317,883,698,1068,1086,137,1592,2465,266,342,653,513,590,384,362,494,426,696,335500,50600,154
E02000536,9269,2925,7399,6914,4361,7319,659,542,532,579,801,993,2159,1561,388,570,343,89,53,1437,736,267,3667,909,119,55,1065,525,489,2336,5887,517,529,7001,1232,518,118,1761,201,185,206,1717,492,688,28,4291,3375,1134,347,122,1202,1812,694,2526,915,771,1210,944,154,1684,2149,374,436,732,517,590,374,350,497,291,574,355000,49200,138
E02000537,8620,2841,7150,6687,4545,7142,586,360,424,413,670,1148,2221,1355,380,600,374,60,29,1250,1137,217,3553,676,117,96,883,273,418,2478,5136,553,453,6516,1233,441,67,1696,153,208,226,1753,70,993,25,4160,3230,911,237,82,752,1346,571,3255,901,786,1237,818,162,2349,1668,366,435,1022,566,520,400,312,450,227,613,377500,52900,152
E02000538,8680,2648,6875,6526,4101,6875,666,517,506,599,786,964,2040,1398,367,488,261,69,19,1055,848,281,3210,1066,51,30,1142,636,361,2141,5743,347,449,6050,1464,624,118,1636,208,134,204,1392,464,750,42,4083,3082,1071,341,103,1261,1806,625,1835,882,729,1102,817,97,1584,2068,352,302,418,418,481,374,295,456,457,900,280000,46300,172
E02000539,10752,4299,8446,7991,5659,8356,900,611,636,606,583,1091,3253,1732,393,492,330,84,41,5493,1464,600,930,277,107,121,594,781,385,5647,2264,2096,745,9065,793,258,55,2090,266,490,182,2276,1058,922,43,5504,3695,1069,378,106,1347,2036,899,3254,724,1241,2256,802,255,2300,2277,827,581,1365,935,639,513,512,337,294,483,335000,53200,192
E02000540,9246,3564,7539,7001,4733,7504,674,479,459,460,775,1054,2416,1480,392,519,404,76,58,3150,1060,375,2205,458,122,113,879,579,305,3754,3708,1134,650,7227,1149,375,80,1755,177,325,248,1793,711,1022,38,4523,3272,1052,298,101,1078,1692,787,2908,866,1399,1500,665,213,2336,1612,572,443,986,584,486,476,440,461,247,610,285000,49800,193
E02000541,8875,2846,7135,6687,4136,7126,632,511,486,492,787,1149,2004,1448,372,546,379,51,18,1516,811,247,2952,797,65,31,1375,678,403,2490,5355,624,406,6182,1595,596,111,1684,200,153,200,1159,966,666,55,3998,3187,1126,439,125,1401,1671,656,2086,921,1017,1190,639,108,2039,1632,357,295,512,383,440,362,346,500,367,931,300000,45800,175
E02000542,9396,3166,7532,7091,4549,7434,757,551,459,466,806,1241,2393,1392,345,545,303,85,53,1569,1004,318,3579,689,121,72,1169,567,308,2961,5279,651,505,6892,1394,539,112,1736,220,226,223,1376,775,979,36,4426,3329,1146,389,106,1286,1629,668,2614,960,1363,1219,584,139,2416,1583,411,375,729,434,519,378,412,519,303,880,265250,47600,215
E02000543,11713,4170,9328,8952,6199,9273,1060,705,499,568,926,1675,3499,1578,350,477,299,53,24,2462,1548,400,4059,783,172,105,1210,585,389,3955,5984,1088,686,8562,1766,615,99,2352,284,309,295,1815,571,1743,41,5876,4314,1105,338,80,1145,1784,804,3973,1180,1870,1637,663,186,3496,1914,603,515,1379,676,640,558,500,680,325,926,252500,51000,255
E02000544,8199,2793,6648,6140,4191,6648,505,464,470,568,590,677,1801,1681,416,519,369,102,37,3231,968,328,1749,428,68,121,686,349,271,3630,3016,1010,543,6592,899,350,56,1655,149,240,165,2085,159,522,27,3864,3041,948,280,66,1134,1842,736,2046,680,526,1279,988,156,1425,2153,457,355,762,538,562,419,373,366,310,506,405000,52800,102
E02000545,8181,3299,6424,6044,3968,6380,696,500,459,485,571,673,2150,1467,380,420,273,67,40,4303,889,376,510,246,44,105,501,935,272,3881,1966,1730,604,6814,634,246,53,1656,199,334,122,1474,1214,552,59,4146,2674,907,346,108,1305,1715,649,2096,622,1092,1567,640,206,1391,1733,638,416,785,622,406,316,364,375,248,436,345000,47200,137
E02000546,9750,3018,7513,7196,4608,7332,828,677,610,617,794,1088,2457,1502,368,492,240,59,18,1548,838,336,3282,1266,128,84,1213,669,386,2624,5953,711,462,7124,1497,545,105,1818,224,219,196,1651,531,800,36,4584,3581,1124,343,118,1224,1808,727,2488,934,849,1331,838,137,1917,2084,470,342,730,618,533,381,360,528,369,747,276000,47900,172
E02000547,9360,3547,7383,6863,4637,7383,769,556,532,576,629,819,2231,1658,430,640,367,98,55,4744,895,361,1225,431,66,56,766,596,220,4630,2452,1654,624,7698,824,324,53,2053,185,247,126,2123,757,618,49,4287,3341,1263,351,118,1826,2396,651,1615,631,921,1642,984,107,1480,2597,453,370,483,437,632,463,458,475,504,815,271000,47100,162
E02000548,9103,3539,7056,6535,4390,7038,742,603,582,582,657,845,2082,1609,412,468,371,98,52,5249,877,347,782,328,77,58,527,673,185,4728,1864,1981,530,7677,692,244,48,2019,154,239,112,1771,1170,559,39,4128,3324,1156,377,118,1764,2434,687,1324,542,975,1688,876,96,1219,2621,454,343,429,457,607,479,470,408,457,740,245000,47100,172
E02000549,11017,3937,8809,8053,5396,8657,785,644,637,739,772,920,2464,2084,511,705,559,132,65,5892,1021,433,1172,499,152,74,946,541,287,5653,2746,1918,700,9122,1004,349,61,2341,199,297,178,2591,751,545,50,4984,3994,1430,440,169,2183,2779,836,1885,760,1003,1777,1157,143,1681,3012,560,397,622,538,748,607,535,512,518,919,286000,47300,168
E02000550,10403,3840,7718,7465,5036,7718,1061,782,705,681,659,1026,2860,1647,329,400,198,46,9,5342,1048,496,1226,331,43,110,660,934,213,5124,2391,2218,670,8591,857,255,38,2268,229,309,135,1709,1373,724,34,5116,3818,1046,328,95,1695,2389,709,2005,636,1287,1750,803,132,1872,2467,565,370,808,547,621,523,497,489,409,772,250000,47900,183
E02000551,8614,3294,6466,6078,3727,6466,787,598,635,623,581,701,2015,1450,355,481,276,79,33,4636,862,413,473,345,136,53,646,835,215,4310,1855,1831,618,7069,705,303,52,1785,208,216,109,1300,1577,363,54,3867,3121,1123,407,96,1717,2143,607,1207,612,1128,1506,660,87,1223,2004,413,250,355,341,426,470,459,431,368,627,257500,41700,112
E02000552,8266,3266,6453,6098,4359,6285,796,496,439,593,532,819,2232,1349,297,358,265,64,26,5024,907,357,524,209,36,50,433,564,162,4707,1197,1840,522,6999,573,171,21,1879,142,280,91,2144,344,753,25,4075,3063,832,235,61,1267,2318,718,1493,474,655,1645,966,118,1112,2746,383,349,545,537,662,514,434,346,388,584,250000,52200,129
E02000553,6605,2605,5189,4787,3200,5189,558,403,384,404,427,506,1478,1238,360,445,312,65,25,4392,479,297,352,177,38,43,293,375,159,3539,1062,1513,491,5759,336,143,22,1480,120,197,84,1691,613,272,29,2990,2488,808,238,81,1273,1812,547,1113,383,623,1155,827,93,783,2044,280,267,426,391,427,395,308,302,264,420,305000,46900,108
E02000554,9182,4226,7366,7088,4247,7316,696,506,531,458,660,1071,2564,1564,391,463,221,45,12,4162,1399,690,131,29,193,73,268,1820,417,3718,1350,2522,1592,7758,599,298,67,1527,355,387,265,1039,2285,860,42,4367,2858,1216,552,189,1425,1615,735,2957,670,2712,1319,195,216,2536,662,833,379,1081,835,443,339,335,278,163,394,455000,38900,148
E02000555,9408,3986,7673,7310,4745,7620,616,489,531,461,816,1141,2519,1558,374,540,255,68,40,4989,1415,644,137,43,202,102,228,1356,292,3861,1235,2740,1572,8234,518,253,39,1593,293,427,325,1501,1495,941,49,4785,2943,1085,442,153,1301,1511,738,3532,815,2290,1439,257,320,2877,724,824,510,1397,965,512,311,306,275,129,340,394535,48500,124
E02000556,10008,4561,8392,8057,5509,8374,658,424,436,398,921,1518,2915,1618,354,431,257,52,26,5075,1553,700,208,43,283,107,235,1513,291,3785,1339,3245,1639,8584,602,335,47,1688,315,494,372,1435,1639,1435,52,4940,3192,1177,528,171,1312,1502,836,4064,750,2968,1383,210,306,3498,643,1062,526,1575,1265,556,340,345,380,144,378,490628,51000,173
E02000557,8124,3929,6846,6428,4223,6788,473,369,362,334,620,1067,2318,1347,291,525,301,78,39,4312,1259,625,123,35,77,144,261,1019,269,3427,1011,2332,1354,7061,510,208,39,1318,259,434,263,1064,1868,950,47,3859,2545,1082,449,189,1285,1259,698,3086,597,2537,1216,176,243,2608,568,804,406,1217,894,448,237,318,265,120,318,525000,49500,125
E02000558,8870,3780,6804,6408,3487,6627,759,605,576,536,691,1043,2145,1349,336,434,270,69,57,2885,1385,731,113,35,390,169,249,2449,464,3466,2170,1648,1586,6806,943,551,87,1341,398,295,263,536,2421,772,51,3984,2725,1337,603,221,1868,1532,670,2049,757,2662,1001,117,121,2224,455,687,273,714,597,372,301,318,315,167,430,400000,39100,156
E02000559,8778,3882,7434,7183,5323,7434,549,425,311,370,707,1580,2717,1232,263,373,203,35,13,5071,1298,512,128,39,238,154,173,964,201,3462,975,2835,1506,7780,407,195,33,1597,202,516,353,1506,963,1377,36,5062,2540,780,300,96,849,929,675,4533,702,2189,1474,219,303,3519,514,987,614,1995,1301,446,203,208,210,103,243,700001,59700,142
E02000560,7076,3177,6240,5990,4057,6052,326,227,231,307,1001,1260,2085,888,212,289,178,55,17,3344,1481,467,162,32,113,230,231,720,296,2579,963,2338,1196,5990,562,271,43,1142,155,341,362,1058,812,1257,50,3654,2269,740,297,116,914,898,706,3138,985,2143,919,115,166,2704,430,757,391,1170,953,383,229,218,271,87,355,450500,47300,98
E02000561,7746,3413,6550,6312,4333,6437,482,336,315,431,650,946,2196,1352,334,466,189,33,16,4789,1293,483,149,43,34,141,167,484,163,2627,738,3207,1174,6957,342,117,14,1241,163,437,330,1558,850,966,39,4259,2433,753,221,80,682,987,633,3834,896,1833,1312,268,383,2360,583,1007,510,1617,1055,339,188,198,159,82,185,560000,64200,94
E02000562,7934,3594,6496,6107,4073,6376,528,450,380,386,548,1002,2300,1267,283,401,257,87,45,4322,1273,482,96,31,165,61,180,1045,279,3214,1049,2454,1217,6959,406,214,37,1344,212,407,263,1258,1481,807,48,4149,2367,915,386,117,1101,1089,527,3350,573,2165,1226,203,273,2345,492,963,483,1376,954,319,155,230,229,86,241,620000,56800,123
E02000563,8486,3652,7062,6660,4002,6609,478,447,411,451,918,1131,2238,1321,298,391,295,75,32,4284,1301,592,101,18,216,97,221,1381,275,3574,1146,2373,1393,7248,608,298,34,1338,244,338,327,867,1855,871,59,3921,2758,1110,519,178,1536,1524,733,2712,907,2498,1013,141,180,2414,497,911,388,944,787,417,292,292,294,155,433,429000,43000,108
E02000564,10488,5004,9119,8838,6230,9096,519,390,388,419,1136,2134,3179,1369,276,397,228,31,22,5106,1876,747,194,59,200,267,400,1262,377,4157,1362,3225,1744,9081,761,279,39,1832,265,502,554,1402,1809,1724,69,5688,3233,1027,404,136,1250,1386,830,4937,1062,3458,1356,190,228,4135,601,1266,657,2266,1304,542,276,352,342,132,359,493500,52700,165
E02000565,8187,3610,6586,6268,3921,6374,604,495,397,483,673,1180,2266,1184,254,333,215,67,36,3777,1313,634,93,30,210,97,165,1469,399,3139,1348,2331,1369,6899,551,304,64,1340,314,307,271,946,1817,795,52,4052,2591,976,448,120,1248,1281,529,2991,809,2416,1061,133,228,2339,444,910,378,1217,869,346,217,246,250,123,275,550000,46800,119
E02000566,8164,3662,6936,6650,4870,6936,473,361,336,369,571,1219,2458,1373,319,399,219,45,22,4961,1348,511,93,19,133,130,161,617,191,3152,781,2900,1331,7326,340,165,31,1416,167,503,296,1511,1061,1049,41,4704,2322,765,263,110,808,957,540,4200,569,2076,1317,269,335,2927,478,1130,663,1855,1135,366,164,207,195,74,211,710000,67300,114
E02000567,10358,4937,8734,8309,5824,8734,626,514,408,401,773,1607,3226,1591,346,441,312,81,32,5965,1539,765,129,21,209,105,175,1103,347,4226,1042,3396,1694,9218,455,214,62,1817,367,510,378,1503,2122,1269,43,5517,3063,1112,487,179,1470,1442,717,4531,681,3136,1558,243,307,3451,629,1437,740,1925,1350,488,263,310,275,133,340,610000,59600,145
E02000568,9625,4063,8108,7688,3937,7151,497,463,472,641,1381,1266,2411,1294,293,487,312,84,24,4367,1605,654,126,70,297,314,320,1512,360,4008,1620,2447,1550,8063,865,358,30,1437,258,290,335,869,2177,961,56,4405,3091,1345,569,215,1937,1861,940,2579,1546,2818,1087,158,142,2304,493,998,377,894,704,462,284,296,310,156,454,425000,41800,121
E02000569,10022,4745,8313,7816,5116,8306,623,505,470,456,787,1347,2783,1636,349,569,359,84,54,5733,1520,595,136,40,185,183,165,1130,335,4234,1129,3015,1644,8897,483,235,46,1852,303,438,300,1298,2354,1015,78,4958,3216,1165,513,170,1583,1569,650,3971,621,3015,1465,265,221,3104,566,1225,646,1568,1139,480,203,321,297,138,324,807500,50900,153
E02000570,8615,4119,7438,7209,5309,7418,471,325,307,353,684,1401,2565,1419,398,463,186,28,15,5566,1435,456,145,21,70,139,167,470,146,3540,658,3115,1302,7974,259,65,24,1625,150,532,316,1724,1071,1283,41,5041,2492,697,283,102,732,989,642,4679,598,2262,1523,334,397,2750,538,1624,761,2034,1284,378,186,208,194,85,179,738000,72200,127
E02000571,8031,3777,6705,6334,4019,6672,483,353,410,415,627,1118,2216,1280,302,456,281,67,23,4582,1160,455,108,10,226,95,161,933,301,3546,979,2342,1164,7065,428,207,36,1508,219,336,264,1040,1947,734,56,4002,2432,979,442,176,1480,1301,532,2939,562,2407,1198,172,187,2159,408,1265,473,1224,888,371,189,252,204,123,295,522750,52600,138
E02000572,8571,3490,6930,6492,3349,6471,549,485,516,650,1194,1062,1801,1191,270,415,335,71,32,3436,1326,497,199,69,578,375,250,1444,397,3386,1879,1870,1436,7061,751,358,89,1415,267,245,279,574,2135,729,52,4089,2669,1107,518,188,1753,1500,810,2184,1404,2446,915,129,140,1858,381,970,268,777,600,372,234,254,296,172,376,465000,38500,107
E02000573,8674,4204,7615,7256,5230,7448,422,280,291,301,775,1485,2578,1380,358,445,287,49,23,5261,1637,437,154,19,94,235,195,482,160,3682,693,2943,1356,7929,366,105,22,1562,156,497,323,1609,1201,1327,67,5031,2486,706,312,139,901,905,496,4773,739,2589,1355,260,344,2668,416,1802,825,1865,1327,371,182,176,195,85,204,795000,67600,126
E02000574,8501,3840,7504,7140,4489,6711,357,289,294,504,1114,1292,2393,1251,303,340,259,73,32,4269,1599,531,155,48,209,379,294,782,235,3409,936,2570,1586,7523,567,155,28,1343,143,431,338,1072,1432,1289,47,4545,2583,887,355,131,1108,1142,888,3793,1396,2652,1021,167,288,2165,387,1649,573,1520,980,409,179,217,234,120,257,680000,55100,93
E02000575,11889,5583,10609,10195,6171,9138,533,368,309,1063,1964,1678,3162,1669,325,404,288,92,34,5839,2377,554,451,149,169,531,451,999,369,4600,1451,3630,2208,10502,804,231,40,1742,214,544,399,1604,2060,1830,89,6634,3573,1087,443,152,1360,1447,1525,5330,2706,4005,1359,219,369,2475,447,2880,912,2052,1449,437,250,260,322,143,346,700000,60800,142
E02000576,9388,4322,7840,7411,4301,7239,567,477,436,613,1242,1196,2398,1308,299,423,313,74,42,4367,1661,577,203,48,171,329,313,1340,379,4087,1343,2433,1525,8029,730,232,29,1545,238,361,348,797,2487,976,62,4740,3001,1065,437,145,1545,1612,854,3114,1442,3208,990,124,219,1796,400,1886,517,1101,926,425,204,273,275,172,408,599450,55400,140
E02000577,7199,3163,5737,5399,2856,5733,430,433,495,447,498,648,1740,1382,336,452,276,43,19,2070,1085,538,73,53,132,46,355,1759,1088,3452,2053,1062,632,5805,758,348,32,1189,283,292,188,390,2344,396,33,3149,2260,1098,507,185,1430,1343,587,1583,546,2181,865,117,139,1551,503,663,262,449,514,279,204,348,255,162,383,485000,36300,93
E02000578,5798,2454,4553,4240,2253,4461,347,379,423,434,408,452,1330,1107,248,357,217,59,37,2440,779,507,58,23,100,47,244,991,609,2999,1202,1090,507,4890,508,191,24,950,234,212,117,391,1778,238,47,2629,1782,869,363,155,1184,1201,467,1223,478,1482,823,149,117,1190,476,470,246,380,359,260,181,242,194,134,257,730000,40700,65
E02000579,8616,4013,7108,6709,4382,7062,540,471,411,440,497,798,2298,1736,442,584,308,60,31,4281,1652,602,79,19,54,75,351,923,580,4544,1196,2045,831,7490,573,193,35,1342,256,469,259,1402,1700,859,52,4387,2645,1019,423,142,1105,1316,714,3258,596,2217,1446,350,389,2206,882,905,657,1006,1134,399,272,302,224,95,293,790000,56100,98
E02000580,8655,4517,7473,7159,4711,7437,420,347,328,421,499,1065,2638,1677,438,508,245,50,19,3666,1807,709,78,36,42,104,358,1289,566,4088,1295,2350,922,7487,653,202,34,1253,303,487,247,991,2275,1212,39,4380,2640,1004,452,179,1063,1427,758,3431,559,2954,1330,233,390,2591,704,1026,734,1047,1195,435,258,281,279,140,342,747000,46700,101
E02000581,7298,3311,5858,5416,2889,5852,439,466,456,442,485,635,1560,1375,396,602,333,79,30,2788,1154,507,63,27,81,64,386,1373,855,3821,1576,1156,745,6069,678,252,29,1134,272,300,172,473,2383,401,54,3200,2334,1095,502,167,1459,1332,574,1788,589,2184,980,147,163,1565,494,667,323,504,470,302,217,301,232,159,381,650000,41500,93
E02000582,7659,3946,6639,6220,4437,6301,430,306,255,246,494,969,2448,1271,333,488,276,84,59,3514,2455,372,124,24,41,196,297,301,335,3887,894,2013,865,6750,520,101,17,1020,135,541,236,1645,502,1698,101,4752,2067,601,173,66,414,717,650,4037,600,2338,1250,358,434,2694,553,756,1069,1148,1168,319,119,222,154,40,198,1225000,66300,98
E02000583,7303,3496,6071,5763,3965,6058,468,374,334,260,375,774,2035,1424,418,533,229,47,32,3856,1975,434,76,10,15,78,271,308,280,4098,695,1755,755,6586,360,74,8,1166,164,457,235,1611,648,1166,71,4669,1887,521,161,65,455,764,539,3730,418,1684,1287,525,533,2127,607,698,1000,1022,1063,262,124,197,110,42,145,1250000,73600,75
